State,City,Percent of Population (%),Population,Latitude,Longitude
Alaska,Anchorage                  ,5.8,5104,61.1915443997,-149.852272357
Alaska,Anchorage                  ,4.2,9670,61.0690793009,-149.883254808
Alaska,Anchorage                  ,6.0,7747,61.2248625348,-149.837464926
Alaska,Anchorage                  ,4.4,1988,61.2346898259,-149.914034826
Alaska,Anchorage                  ,5.1,3299,61.1769662704,-149.920250752
Alaska,Anchorage                  ,4.0,5949,61.2171616653,-149.767193942
Alaska,Anchorage                  ,4.7,5537,61.1753199774,-149.823087739
Alaska,Anchorage                  ,5.1,5823,61.2023636888,-149.733801255
Alaska,Anchorage                  ,4.8,4194,61.1839106549,-149.880470939
Alaska,Anchorage                  ,0.9,8000,61.2790073939,-149.659848642
Alaska,Anchorage                  ,4.0,7166,61.125416062,-149.803815398
Alaska,Anchorage                  ,4.2,4092,61.2032462495,-149.824024453
Alaska,Anchorage                  ,4.1,4791,61.1620091519,-149.933389354
Alaska,Anchorage                  ,3.9,4407,61.2030943937,-149.79237451
Alaska,Anchorage                  ,3.4,5805,61.1592739547,-149.819468976
Alaska,Anchorage                  ,3.4,4907,61.173881514,-149.848209017
Alaska,Anchorage                  ,4.2,6589,61.104565848,-149.9802165
Alaska,Anchorage                  ,4.5,5224,61.1994148359,-149.891434907
Alaska,Anchorage                  ,5.0,291826,61.149868731,-149.111113424
Alaska,Anchorage                  ,5.1,3059,61.211610243,-149.949035802
Alaska,Anchorage                  ,5.8,4906,61.2150619974,-149.836279529
Alaska,Anchorage                  ,4.2,291826,61.149868731,-149.111113424
Alaska,Anchorage                  ,4.2,9068,61.1285906202,-149.890189093
Alaska,Anchorage                  ,4.1,6179,61.1880643029,-149.733648398
Alaska,Anchorage                  ,6.4,3141,61.2043832845,-149.852522121
Alaska,Anchorage                  ,4.9,5259,61.3402115845,-149.381092395
Alaska,Anchorage                  ,4.0,5947,61.32863559,-149.537981878
Alaska,Anchorage                  ,3.2,6341,61.1447414413,-149.819207819
Alaska,Anchorage                  ,4.4,5053,61.18731311,-149.952765758
Alaska,Anchorage                  ,3.9,5236,61.1591222903,-149.871572731
Alaska,Anchorage                  ,3.8,7088,61.1464212262,-150.150375391
Alaska,Anchorage                  ,5.5,940,61.2177091891,-149.891260329
Alaska,Anchorage                  ,4.1,3787,61.1879617255,-149.922647266
Alaska,Anchorage                  ,3.1,4110,61.3308768662,-149.574747413
Alaska,Anchorage                  ,4.4,5258,61.2024578432,-149.763199502
Alaska,Anchorage                  ,3.3,2570,60.9611786823,-149.073964955
Alaska,Anchorage                  ,4.5,2960,61.1885502029,-149.937600517
Alaska,Anchorage                  ,4.0,5217,61.0562469627,-149.705808027
Alaska,Anchorage                  ,4.2,4224,61.1897848525,-149.806778756
Alaska,Anchorage                  ,4.6,4020,61.0948192807,-149.782305967
Alaska,Anchorage                  ,4.0,6843,61.1880187992,-149.763396675
Alaska,Anchorage                  ,4.7,4579,61.1214473192,-149.639927755
Arizona,Phoenix                    ,7.7,2323,33.4126537539,-112.048650725
Arizona,Phoenix                    ,4.1,2994,33.6175007114,-111.93486787
Arizona,Peoria                     ,2.3,3501,33.7755318011,-112.244541996
Arizona,Glendale                   ,,8,33.6963462617,-112.205386984
Arizona,Peoria                     ,5.4,154065,33.7847206422,-112.298680584
Arizona,Peoria                     ,4.2,152,33.6198982864,-112.256859877
Arizona,Mesa                       ,5.7,4174,33.4116540384,-111.796796621
Arizona,Phoenix                    ,5.0,4150,33.473066942,-111.99987351
Arizona,Mesa                       ,8.5,3380,33.4190040969,-111.675967469
Arizona,Mesa                       ,3.4,4352,33.3867504221,-111.745634729
Arizona,Phoenix                    ,,17,33.4328942875,-112.00301355
Arizona,Phoenix                    ,5.2,2982,33.6035310901,-112.159914621
Arizona,Phoenix                    ,4.4,2075,33.3544355427,-111.983086412
Arizona,Phoenix                    ,5.7,3701,33.5127719408,-111.969387516
Arizona,Mesa                       ,3.5,4903,33.3966747504,-111.869809071
Arizona,Mesa                       ,4.5,6556,33.4825407444,-111.669095369
Arizona,Peoria                     ,11.6,1424,33.5848728559,-112.268741957
Arizona,Phoenix                    ,6.5,5558,33.3998988926,-112.03862084
Arizona,Mesa                       ,7.2,3889,33.4446173156,-111.710250514
Arizona,Phoenix                    ,3.7,2954,33.6439455044,-112.063364591
Arizona,Mesa                       ,5.4,3423,33.4114759875,-111.814150834
Arizona,Phoenix                    ,7.2,4441,33.5733813523,-112.05360786
Arizona,Peoria                     ,9.7,3773,33.6601952331,-112.245024006
Arizona,Phoenix                    ,4.0,2108,33.7475146325,-111.973306005
Arizona,Mesa                       ,4.3,4001,33.3969818947,-111.814190804
Arizona,Phoenix                    ,4.0,1796,33.4485041281,-112.174835214
Arizona,Phoenix                    ,7.5,5282,33.5457404436,-112.091056132
Arizona,Phoenix                    ,6.6,1372,33.4440704936,-112.038927872
Arizona,Mesa                       ,4.8,5617,33.3861739194,-111.822730576
Arizona,Phoenix                    ,3.9,4154,33.6727309048,-112.086623918
Arizona,Phoenix                    ,6.1,2029,33.527602182,-112.091057728
Arizona,Mesa                       ,5.7,3682,33.4445016905,-111.779298585
Arizona,Phoenix                    ,4.5,4395,33.6189984299,-111.986913428
Arizona,Glendale                   ,4.5,4555,33.6466423798,-112.177881954
Arizona,Phoenix                    ,5.3,4670,33.5021750683,-112.160217877
Arizona,Mesa                       ,4.3,3569,33.4445758315,-111.753495222
Arizona,Phoenix                    ,4.7,6044,33.6053327102,-111.987408186
Arizona,Mesa                       ,5.8,3158,33.4331862773,-111.814154372
Arizona,Peoria                     ,3.4,6029,33.6827171931,-112.230489107
Arizona,Phoenix                    ,5.7,5719,33.4994160088,-112.213515036
Arizona,Phoenix                    ,6.5,6612,33.487724943,-112.14298774
Arizona,Phoenix                    ,7.6,4956,33.5458105148,-112.125627187
Arizona,Phoenix                    ,4.8,4245,33.6188319886,-111.969143996
Arizona,Phoenix                    ,7.7,2014,33.4439795518,-112.104069997
Arizona,Phoenix                    ,4.1,5990,33.6461100749,-111.964119571
Arizona,Mesa                       ,3.9,6333,33.3863226857,-111.779777411
Arizona,Phoenix                    ,5.0,4301,33.5130998162,-112.125571171
Arizona,Phoenix                    ,5.7,5131,33.6179906771,-112.142442908
Arizona,Mesa                       ,4.3,1384,33.3839596867,-111.881401591
Arizona,Phoenix                    ,6.6,3813,33.5725881437,-112.144560447
Arizona,Phoenix                    ,5.3,2808,33.4550380214,-112.073874004
Arizona,Glendale                   ,3.9,149,33.5129001414,-112.351998253
Arizona,Phoenix                    ,3.6,1964,33.4605544644,-111.973876241
Arizona,Phoenix                    ,6.5,3862,33.3995033821,-112.068975415
Arizona,Phoenix                    ,2.7,5639,33.7249710867,-112.17534739
Arizona,Peoria                     ,5.0,1025,33.6182853976,-112.213314494
Arizona,Glendale                   ,6.1,5217,33.5275918186,-112.194675305
Arizona,Phoenix                    ,6.1,2317,33.4622078505,-112.056419875
Arizona,Phoenix                    ,4.0,2222,33.6671704051,-112.009202347
Arizona,Phoenix                    ,4.0,4685,33.4760516609,-112.246489391
Arizona,Mesa                       ,5.1,3885,33.3969938296,-111.831421097
Arizona,Peoria                     ,4.4,4099,33.5594871838,-112.246908268
Arizona,Phoenix                    ,5.2,2521,33.6042061107,-111.95191003
Arizona,Phoenix                    ,4.5,2600,33.4991188912,-112.074021247
Arizona,Phoenix                    ,6.1,4089,33.6336343618,-112.039156758
Arizona,Phoenix                    ,5.3,5006,33.4913914423,-112.021563015
Arizona,Phoenix                    ,4.7,2700,33.4988619533,-112.004177032
Arizona,Peoria                     ,3.6,3740,33.6010923313,-112.246600267
Arizona,Phoenix                    ,2.7,6397,33.2981131328,-111.98464082
Arizona,Glendale                   ,5.6,4045,33.5457805078,-112.164391261
Arizona,Phoenix                    ,5.9,2779,33.6334565157,-111.986923882
Arizona,Phoenix                    ,3.3,3171,33.723988589,-112.133018873
Arizona,Mesa                       ,8.1,4191,33.3862746682,-111.658766476
Arizona,Peoria                     ,4.9,5816,33.5738387077,-112.246188763
Arizona,Phoenix                    ,4.3,2738,33.3523435307,-111.989638198
Arizona,Mesa                       ,5.6,222,33.3036854901,-111.633586243
Arizona,Phoenix                    ,5.8,7839,33.367742224,-112.074025821
Arizona,Phoenix                    ,5.4,5377,33.4768814636,-112.177703208
Arizona,Peoria                     ,5.0,5071,33.5892199934,-112.245688902
Arizona,Phoenix                    ,6.9,3009,33.4639187999,-112.143543429
Arizona,Phoenix                    ,3.0,4299,33.370860501,-112.151208961
Arizona,Phoenix                    ,5.6,3230,33.5911331501,-112.157538867
Arizona,Mesa                       ,9.3,499,33.4189638839,-111.6208132
Arizona,Mesa                       ,4.4,2753,33.3861686217,-111.676560529
Arizona,Phoenix                    ,6.0,4253,33.575160439,-112.073635614
Arizona,Phoenix                    ,5.4,5943,33.5603308439,-112.12990186
Arizona,Glendale                   ,5.8,226721,33.5796123089,-112.225306421
Arizona,Phoenix                    ,6.4,2508,33.4981045863,-112.09084465
Arizona,Phoenix                    ,3.2,3774,33.3166005282,-111.999127564
Arizona,Phoenix                    ,4.7,7467,33.4875565602,-112.207572092
Arizona,Phoenix                    ,2.8,5386,33.6717055465,-111.949011217
Arizona,Glendale                   ,3.6,3702,33.545266468,-112.211689101
Arizona,Phoenix                    ,6.4,7077,33.5312722843,-112.125587949
Arizona,Phoenix                    ,4.8,5092,33.6478148624,-112.022194849
Arizona,Phoenix                    ,4.9,1878,33.3279246572,-111.992874769
Arizona,Phoenix                    ,8.2,2148,33.457049942,-112.212109339
Arizona,Phoenix                    ,3.6,4738,33.6617257273,-112.074200169
Arizona,Phoenix                    ,,5,33.4857176253,-111.95131652
Arizona,Chandler                   ,3.6,5988,33.2673715021,-111.817262242
Arizona,Surprise                   ,5.9,117517,33.6803835177,-112.452218439
Arizona,Tucson                     ,4.9,4173,32.213590653,-110.781227445
Arizona,Yuma                       ,6.4,2510,32.7276704853,-114.645709572
Arizona,Scottsdale                 ,6.7,4041,33.5702316158,-111.912754896
Arizona,Scottsdale                 ,4.7,3166,33.4985400504,-111.91334268
Arizona,Scottsdale                 ,5.3,5264,33.4585285426,-111.917689084
Arizona,Tucson                     ,5.5,2821,32.2107087665,-110.969201387
Arizona,Tucson                     ,6.6,8085,32.2030054951,-110.896881143
Arizona,Tucson                     ,3.2,631,32.2982678527,-110.97065521
Arizona,Tucson                     ,5.4,4399,32.1989068449,-110.772736376
Arizona,Tempe                      ,3.8,6254,33.4146651792,-111.952178988
Arizona,Tempe                      ,5.2,4520,33.4002417805,-111.900211413
Arizona,Yuma                       ,8.1,2588,32.7129097766,-114.648478436
Arizona,Tempe                      ,5.0,4790,33.3564609703,-111.919859328
Arizona,Scottsdale                 ,4.7,4594,33.712705018,-111.907963082
Arizona,Tucson                     ,7.4,5825,32.1698819508,-110.998586987
Arizona,Tucson                     ,5.2,4423,32.2796561633,-110.967000103
Arizona,Chandler                   ,6.3,5832,33.3133550656,-111.850309442
Arizona,Chandler                   ,3.3,3045,33.2208111729,-111.830510022
Arizona,Chandler                   ,4.3,5327,33.2989021164,-111.832886102
Arizona,Scottsdale                 ,5.2,3930,33.5311548292,-111.900097103
Arizona,Avondale                   ,5.6,416,33.4013549649,-112.29481412
Arizona,Scottsdale                 ,6.9,201,33.5110510427,-111.935811236
Arizona,Tucson                     ,5.6,4325,32.2647272404,-110.903384301
Arizona,Tucson                     ,3.4,4676,32.1387833689,-110.768947576
Arizona,Tempe                      ,3.6,4624,33.4334328011,-111.910871438
Arizona,Chandler                   ,3.1,3412,33.323889461,-111.902627588
Arizona,Tucson                     ,5.3,5619,32.2162345718,-110.897659737
Arizona,Tucson                     ,5.5,4558,32.2281566626,-110.798275748
Arizona,Scottsdale                 ,3.3,4168,33.6244330702,-111.882677516
Arizona,Surprise                   ,5.3,2298,33.6921111864,-112.497074877
Arizona,Yuma                       ,10.4,1108,32.6729492819,-114.626631938
Arizona,Tucson                     ,5.2,1544,32.2565357114,-110.869128817
Arizona,Tucson                     ,4.1,204,32.3103624712,-111.038031044
Arizona,Tucson                     ,4.9,697,32.2412098818,-110.783769176
Arizona,Tucson                     ,5.7,3859,32.1883289904,-110.849404852
Arizona,Scottsdale                 ,4.0,3556,33.6779898347,-111.910511316
Arizona,Avondale                   ,6.4,1972,33.4326830143,-112.349728907
Arizona,Surprise                   ,3.0,2489,33.5878810389,-112.40166215
Arizona,Scottsdale                 ,5.6,2896,33.591278478,-111.927098793
Arizona,Tucson                     ,7.4,3899,32.237311741,-110.882889129
Arizona,Tempe                      ,5.8,4348,33.3852110585,-111.969745469
Arizona,Tucson                     ,6.8,7131,32.2658184587,-111.008021138
Arizona,Surprise                   ,3.2,3957,33.6022107745,-112.38514246
Arizona,Surprise                   ,,2,33.6417244576,-112.347631771
Arizona,Surprise                   ,3.5,2417,33.6312815846,-112.37662076
Arizona,Chandler                   ,3.6,5636,33.2980986565,-111.93661689
Arizona,Tucson                     ,8.9,4557,32.2279669222,-110.844475572
Arizona,Scottsdale                 ,4.3,2466,33.5020297163,-111.904617069
Arizona,Tempe                      ,3.1,1483,33.4148150888,-111.969534473
Arizona,Tempe                      ,3.5,5305,33.4184285648,-111.900249236
Arizona,Tucson                     ,7.3,2545,32.2444170905,-110.975451646
Arizona,Chandler                   ,3.6,6520,33.3424187898,-111.85040071
Arizona,Avondale                   ,6.0,6114,33.4462363035,-112.341766281
Arizona,Tucson                     ,6.7,3728,32.1927334923,-110.951873928
Arizona,Gilbert                    ,2.6,6197,33.2885945473,-111.750606593
Arizona,Tucson                     ,4.8,5683,32.1611209125,-110.93091471
Arizona,Surprise                   ,11.5,3395,33.6451624736,-112.367655308
Arizona,Scottsdale                 ,6.0,2483,33.5456845798,-111.914463298
Arizona,Tempe                      ,4.7,2278,33.3419156533,-111.902516776
Arizona,Tucson                     ,4.5,1147,32.1385704897,-110.905020431
Arizona,Yuma                       ,7.3,5164,32.6765565469,-114.613463119
Arizona,Yuma                       ,12.0,454,32.6767099803,-114.46846783
Arizona,Yuma                       ,6.0,93064,32.5986027117,-114.54836837
Arizona,Gilbert                    ,3.6,4237,33.372171537,-111.696558181
Arizona,Gilbert                    ,2.6,7264,33.2694908921,-111.708593737
Arizona,Tucson                     ,6.4,514,32.2208644791,-110.971063453
Arizona,Yuma                       ,6.9,2381,32.6783504092,-114.631223142
Arizona,Surprise                   ,9.4,4184,33.6463001336,-112.426548498
Arizona,Scottsdale                 ,,1,33.5906929961,-111.763166281
Arizona,Tucson                     ,7.3,3912,32.169973254,-110.973478364
Arizona,Tucson                     ,2.3,3526,32.0850774637,-110.835840754
Arizona,Yuma                       ,3.0,8153,32.6912220809,-114.671180775
Arizona,Tucson                     ,5.2,2908,32.1809028291,-110.815403581
Arizona,Tucson                     ,3.8,2347,32.2792308021,-110.94824643
Arizona,Tucson                     ,5.1,5261,32.2692031436,-110.958215704
Arizona,Scottsdale                 ,5.2,3580,33.5894967073,-111.859998433
